"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen2","acyl-CoA biosynthetic process",0.58288,2,0.234420846102159
"Gen2","cerebral cortex development",0.58362,1,0.233869833740874
"Gen2","myosin filament assembly",0.58378,1,0.233750787796828
"Gen2","rhabdomere development",0.58435,1,0.233326951623916
"Gen2","adenylate cyclase-modulating G protein-c...",0.58484,1,0.232962931561152
"Gen2","acetyl-CoA biosynthetic process from ace...",0.58498,1,0.232858981846227
"Gen2","forebrain neuron development",0.58559,1,0.232406348243894
"Gen2","positive regulation of oxidative stress-...",0.5859,1,0.232176501992483
"Gen2","formation of primary germ layer",0.58608,2,0.23204309867953
"Gen2","positive regulation of hydrolase activit...",0.5863,7,0.231880105815203
"Gen2","nucleophagy",0.58635,1,0.231843070512072
"Gen2","lipid localization",0.58656,4,0.231687556717877
"Gen2","protein exit from endoplasmic reticulum",0.58784,1,0.230740865374286
"Gen2","NADP metabolic process",0.58872,4,0.230091210082008
"Gen2","positive regulation of superoxide anion ...",0.58947,1,0.229538292631642
"Gen2","metabolic compound salvage",0.58974,3,0.229339414548581
"Gen2","negative regulation of cell development",0.59009,2,0.22908174509938
"Gen2","sensory perception of taste",0.59022,1,0.228986078227329
"Gen2","leucyl-tRNA aminoacylation",0.59049,1,0.228787452803376
"Gen2","positive regulation of phagocytosis",0.59049,1,0.228787452803376
"Gen2","positive regulation of T cell differenti...",0.59074,1,0.228603621336012
"Gen2","positive regulation of synaptic assembly...",0.59083,1,0.228537461051904
"Gen2","ribosomal large subunit biogenesis",0.59102,9,0.228397822430636
"Gen2","regulation of cell growth",0.59109,5,0.228346387938468
"Gen2","purine nucleoside biosynthetic process",0.59208,1,0.227619608798658
"Gen2","negative regulation of DNA damage checkp...",0.59264,2,0.227209039334179
"Gen2","regulation of peptidyl-threonine phospho...",0.59309,1,0.226879398477931
"Gen2","positive regulation of cytoskeleton orga...",0.59333,2,0.226703692274262
"Gen2","immune response-activating signaling pat...",0.59364,6,0.226476843588194
"Gen2","wybutosine metabolic process",0.59438,1,0.225935812362841
"Gen2","regulation of proteolysis",0.59449,7,0.225855446312481
"Gen2","autophagy of mitochondrion",0.5945,2,0.22584814104529
"Gen2","positive regulation of stress fiber asse...",0.59514,1,0.225380859354639
"Gen2","meiotic nuclear division",0.59526,4,0.225293299982991
"Gen2","response to ethanol",0.59554,3,0.225089063407287
"Gen2","chain elongation of O-linked mannose res...",0.59559,1,0.225052602695009
"Gen2","dUMP biosynthetic process",0.59559,1,0.225052602695009
"Gen2","regulation of response to endoplasmic re...",0.59644,2,0.224433238463933
"Gen2","base-excision repair",0.59658,3,0.224331310201632
"Gen2","response to bacterium",0.59669,3,0.224251240488751
"Gen2","negative regulation of protein phosphory...",0.59727,3,0.223829298682798
"Gen2","protein deacylation",0.59865,1,0.222827013160295
"Gen2","positive regulation of Wnt signaling pat...",0.59916,2,0.222457187897265
"Gen2","carbon dioxide transport",0.6,1,0.221848749616356
"Gen2","odontogenesis of dentin-containing tooth",0.6,1,0.221848749616356
"Gen2","uracil catabolic process",0.6,1,0.221848749616356
"Gen2","negative regulation of locomotion",0.60004,3,0.221819797615952
"Gen2","nuclear-transcribed mRNA poly(A) tail sh...",0.60075,1,0.221306220524062
"Gen2","mesoderm development",0.60085,2,0.221233934491621
"Gen2","regulation of reactive oxygen species me...",0.60108,2,0.221067722262861
"Gen2","sex differentiation",0.60124,7,0.220952133871227
"Gen2","neuron projection guidance",0.60144,7,0.220807691630263
"Gen2","negative regulation of programmed cell d...",0.60156,9,0.220721049339321
"Gen2","tissue morphogenesis",0.6017,15,0.220619988508344
"Gen2","monoatomic cation homeostasis",0.60182,13,0.220533383652586
"Gen2","positive regulation of lymphocyte activa...",0.60227,1,0.220208769170354
"Gen2","sensory perception of pain",0.60282,4,0.219812347356827
"Gen2","kynurenine metabolic process",0.60335,1,0.219430682931045
"Gen2","viral process",0.60408,8,0.218905542740031
"Gen2","tetrahydrofolate metabolic process",0.6044,3,0.218675544333012
"Gen2","negative regulation of transmembrane tra...",0.60482,1,0.218373856154295
"Gen2","aerobic respiration",0.60571,11,0.217735256270711
"Gen2","transsulfuration",0.60601,1,0.217520209317234
"Gen2","regulation of chemotaxis",0.60635,1,0.21727661809397
"Gen2","behavior",0.60646,13,0.217197838411843
"Gen2","methionine biosynthetic process",0.60675,3,0.216990214996028
"Gen2","regulation of cellular response to growt...",0.6073,4,0.216596718877437
"Gen2","endosome organization",0.60807,1,0.216046422595962
"Gen2","cellular response to abiotic stimulus",0.60841,6,0.215803656372609
"Gen2","DNA replication initiation",0.60853,2,0.215718006565721
"Gen2","ketone body metabolic process",0.60871,1,0.215589563518643
"Gen2","feeding behavior",0.60984,1,0.214784093238025
"Gen2","negative regulation of transporter activ...",0.61116,1,0.213845077776197
"Gen2","calcium ion transmembrane import into cy...",0.61154,3,0.213575131087006
"Gen2","positive regulation of neuromuscular jun...",0.61194,1,0.213291157832109
"Gen2","behavioral response to ethanol",0.61225,1,0.213071206203248
"Gen2","signal release from synapse",0.61249,2,0.212900997543466
"Gen2","response to oxygen-containing compound",0.61282,15,0.212667069504858
"Gen2","myoblast fusion",0.61399,2,0.211838702116463
"Gen2","negative regulation of defense response",0.61403,2,0.211810409777117
"Gen2","dUMP metabolic process",0.61404,1,0.211803336980258
"Gen2","phospholipid translocation",0.61436,1,0.211577068277307
"Gen2","resolution of meiotic recombination inte...",0.61465,1,0.211372114042452
"Gen2","regulation of alpha-beta T cell activati...",0.61509,1,0.211061333584482
"Gen2","mitochondrial tRNA thio-modification",0.61538,1,0.210856622535722
"Gen2","benzene-containing compound metabolic pr...",0.61548,1,0.210786054886622
"Gen2","queuosine biosynthetic process",0.61564,1,0.210673170492743
"Gen2","calcium ion homeostasis",0.61662,7,0.209982393088632
"Gen2","germarium-derived oocyte differentiation",0.61709,1,0.209651491310468
"Gen2","macromolecule deacylation",0.6174,1,0.209433374853923
"Gen2","regulation of intracellular transport",0.61756,3,0.209320841464189
"Gen2","molybdopterin cofactor biosynthetic proc...",0.61765,1,0.209257554244298
"Gen2","DNA replication-dependent chromatin asse...",0.61777,1,0.20917318562797
"Gen2","postreplication repair",0.6183,2,0.208800753501125
"Gen2","S-adenosylmethionine biosynthetic proces...",0.61888,1,0.208393551933111
"Gen2","thioester biosynthetic process",0.62065,2,0.207153240273937
"Gen2","imaginal disc-derived wing vein morphoge...",0.6212,1,0.206768552943479
"Gen2","axon guidance",0.62149,7,0.206565854922189
"Gen2","protein localization to plasma membrane",0.62172,1,0.206405161665254
"Gen2","formation of a compartment boundary",0.62315,1,0.205407400642359
"Gen2","forebrain neuron differentiation",0.62329,1,0.205309840827651
"Gen2","regulation of peptide secretion",0.62376,1,0.204982478787381
"Gen2","peptide transport",0.62441,2,0.204530150276432
"Gen2","positive regulation of leukocyte differe...",0.62467,1,0.204349350700864
"Gen2","wing disc dorsal/ventral pattern formati...",0.625,1,0.204119982655925
"Gen2","response to reactive oxygen species",0.6255,2,0.203772685970561
"Gen2","forebrain generation of neurons",0.62591,1,0.203488109782179
"Gen2","pyrimidine nucleoside triphosphate metab...",0.62697,4,0.202753239306702
"Gen2","recombinational repair",0.62722,3,0.202580101868334
"Gen2","nucleoside diphosphate metabolic process",0.62723,8,0.202573177806284
"Gen2","microtubule polymerization or depolymeri...",0.62744,2,0.202427797997966
"Gen2","negative regulation of release of seques...",0.62795,1,0.202074935225512
"Gen2","embryo development ending in birth or eg...",0.62861,14,0.201618714457041
"Gen2","organophosphate ester transport",0.62885,2,0.201452934747273
"Gen2","establishment of meiotic spindle orienta...",0.62903,1,0.201328641480385
"Gen2","positive regulation of canonical Wnt sig...",0.62973,1,0.200845616648535
"Gen2","amino sugar metabolic process",0.63023,7,0.200500927527689
"Gen2","positive regulation of supramolecular fi...",0.63037,2,0.200404463577639
"Gen2","pyrimidine nucleoside monophosphate meta...",0.63173,3,0.199468498560608
"Gen2","inner ear receptor cell development",0.63225,1,0.199111161983558
"Gen2","purine-containing compound catabolic pro...",0.633,6,0.198596289982645
"Gen2","synaptic vesicle recycling",0.63337,1,0.198342511129898
"Gen2","quinone metabolic process",0.63415,1,0.197808003211057
"Gen2","intracellular receptor signaling pathway",0.63436,2,0.197664209560187
"Gen2","negative regulation of autophagy",0.63485,1,0.197328876074467
"Gen2","cardiac muscle cell development",0.63528,2,0.197034816987046
"Gen2","mRNA pseudouridine synthesis",0.63602,1,0.196529227507136
"Gen2","snRNA pseudouridine synthesis",0.63602,1,0.196529227507136
"Gen2","regulation of smooth muscle contraction",0.63779,2,0.195322294404545
"Gen2","genital disc development",0.64025,1,0.193650412859533
"Gen2","stem cell division",0.64046,1,0.193507988982126
"Gen2","homocysteine metabolic process",0.64096,1,0.193169072386518
"Gen2","mitotic recombination-dependent replicat...",0.64103,1,0.193121645162026
"Gen2","ribosome disassembly",0.64103,1,0.193121645162026
"Gen2","glutathione metabolic process",0.64144,2,0.192843961093554
"Gen2","tissue remodeling",0.64194,1,0.19250556209725
"Gen2","regulation of ubiquitin-dependent protei...",0.64207,2,0.192417621531615
"Gen2","interstrand cross-link repair",0.6425,1,0.192126867996668
"Gen2","guanosine-containing compound metabolic ...",0.64274,1,0.191964671555741
"Gen2","myotube cell development",0.643,2,0.191789027075778
"Gen2","actin filament-based movement",0.64307,3,0.191741750312051
"Gen2","positive regulation of smoothened signal...",0.64352,1,0.191437951083352
"Gen2","antigen processing and presentation of p...",0.64444,1,0.190817511021074
"Gen2","cell chemotaxis",0.64466,1,0.190669276148765
"Gen2","regulation of epidermal growth factor re...",0.64496,2,0.190467219191024
"Gen2","pyrimidine nucleoside salvage",0.64522,1,0.190292179170525
"Gen2","negative regulation of Notch signaling p...",0.64523,1,0.190285448270732
"Gen2","positive regulation of T cell activation",0.64633,1,0.189545685432612
"Gen2","positive regulation of transcription ini...",0.64635,1,0.189532246855951
"Gen2","embryonic organ development",0.64697,7,0.189115857100273
"Gen2","immune system development",0.64749,3,0.18876693454919
"Gen2","positive regulation of mRNA splicing, vi...",0.6493,1,0.187554597127244
"Gen2","telomere organization",0.64932,3,0.187541220019793
"Gen2","establishment of endothelial barrier",0.65,1,0.187086643357144
"Gen2","positive regulation of cell-substrate ad...",0.6501,1,0.18701983396052
"Gen2","AMP biosynthetic process",0.6503,1,0.186886245992101
"Gen2","digestive system development",0.65051,4,0.186746022835773
"Gen2","DNA strand elongation involved in DNA re...",0.65065,1,0.186652565877826
"Gen2","foregut morphogenesis",0.65095,1,0.186452368663815
"Gen2","nuclear migration",0.65158,1,0.186032254662702
"Gen2","positive regulation of mRNA processing",0.65161,1,0.186012259367374
"Gen2","germ-line stem cell division",0.65171,1,0.185945615030948
"Gen2","import into nucleus",0.65226,4,0.185579253873541
"Gen2","hormone transport",0.65318,2,0.184967121581749
"Gen2","spliceosomal complex assembly",0.6533,3,0.184887341810187
"Gen2","regulation of nuclear division",0.65352,1,0.184741116948429
"Gen2","hexose metabolic process",0.65396,10,0.184448814841703
"Gen2","cell growth",0.65423,8,0.184269544992861
"Gen2","protein export from nucleus",0.65433,1,0.184203167527135
"Gen2","U4 snRNA 3'-end processing",0.65455,2,0.184057172803526
"Gen2","muscle filament sliding",0.65466,1,0.183984193841982
"Gen2","maintenance of protein location in cell",0.65473,2,0.183937759068901
"Gen2","amide metabolic process",0.65488,8,0.183838272698806
"Gen2","regulation of ketone metabolic process",0.65488,1,0.183838272698806
"Gen2","imaginal disc pattern formation",0.65622,1,0.182950537501824
"Gen2","nuclear DNA replication",0.65625,1,0.182930683585987
"Gen2","regulation of regulated secretory pathwa...",0.65653,1,0.18274542412625
"Gen2","pole plasm mRNA localization",0.65812,5,0.181694910966215
"Gen2","fatty acid beta-oxidation using acyl-CoA...",0.65869,4,0.181318929814575
"Gen2","cardiac muscle tissue growth",0.65893,2,0.181160719288308
"Gen2","primary neural tube formation",0.65909,1,0.181055277614516
"Gen2","chaperone-mediated protein folding",0.65935,2,0.18088398947587
"Gen2","immune response",0.65969,10,0.180660099181235
"Gen2","exit from mitosis",0.66005,1,0.180423164607208
"Gen2","heart growth",0.66013,2,0.180370530029204
"Gen2","cranial skeletal system development",0.6602,1,0.180324480005707
"Gen2","inner ear auditory receptor cell differe...",0.66046,1,0.180153479798608
"Gen2","proton motive force-driven ATP synthesis",0.66078,10,0.179943110392707
"Gen2","anatomical structure homeostasis",0.66097,4,0.179818251755098
"Gen2","developmental maturation",0.66148,5,0.179483282271562
"Gen2","response to lectin",0.66212,1,0.179063293619281
"Gen2","regulation of tube size, open tracheal s...",0.66241,5,0.178873119894617
"Gen2","detection of stimulus involved in sensor...",0.66327,2,0.178309645591873
"Gen2","protein tetramerization",0.66368,1,0.178041269627072
"Gen2","macromolecule methylation",0.66437,4,0.177589986588817
"Gen2","jump response",0.6658,1,0.176656209179351
"Gen2","actin filament bundle assembly",0.66603,2,0.176506208455789
"Gen2","regulation of cell cycle G2/M phase tran...",0.66658,2,0.176147721008435
"Gen2","fatty acid derivative metabolic process",0.66659,1,0.176141205793093
"Gen2","associative learning",0.66667,1,0.1760890875887
"Gen2","peptidyl-arginine N-methylation",0.66667,1,0.1760890875887
"Gen2","regulation of type 2 immune response",0.66766,1,0.175444641887895
"Gen2","membrane lipid metabolic process",0.66858,2,0.174846619097851
"Gen2","protein-DNA complex assembly",0.66882,5,0.174690748488047
"Gen2","wound healing",0.66982,6,0.174041889104361
"Gen2","negative regulation of response to exter...",0.67035,4,0.17369838628396
"Gen2","deoxyribonucleoside triphosphate metabol...",0.67071,1,0.173465218465606
"Gen2","protein localization to vacuole",0.67086,1,0.173368102142854
"Gen2","vacuolar transport",0.672,3,0.172630726946175
"Gen2","nucleoside monophosphate biosynthetic pr...",0.67229,6,0.172443348624971
"Gen2","regulation of adaptive immune response b...",0.67273,1,0.172159204777513
"Gen2","mRNA cis splicing, via spliceosome",0.6732,1,0.171855892696214
"Gen2","negative regulation of neurogenesis",0.67331,1,0.171784935342588
"Gen2","biological process involved in symbiotic...",0.67341,1,0.17172043871631
"Gen2","positive regulation of protein metabolic...",0.67392,17,0.171391654830626
"Gen2","negative regulation of epidermal growth ...",0.67447,2,0.171037362706992
"Gen2","neural precursor cell proliferation",0.67491,1,0.170754136960634
"Gen2","10-formyltetrahydrofolate catabolic proc...",0.67647,1,0.169751458672202
"Gen2","positive regulation of cell growth",0.67657,2,0.169687263307291
"Gen2","carboxylic acid biosynthetic process",0.6771,13,0.169347186202575
"Gen2","regulation of receptor-mediated endocyto...",0.67787,3,0.168853585920557
"Gen2","tRNA aminoacylation for protein translat...",0.67798,12,0.168783117368558
