region	chr	midPos	Nsites
(780,1471)(153415,154182)(150000,200000)	JASDQU010100691.1	175000	693	0.021092
(83,872)(227699,243316)(200000,250000)	JASDQU010100697.1	225000	791	0.037846
(873,2155)(266364,267674)(250000,300000)	JASDQU010100697.1	275000	1284	0.626365
(2156,2609)(324908,325535)(300000,350000)	JASDQU010100697.1	325000	455	0.341355
(385,1131)(131926,143057)(100000,150000)	JASDQU010100709.1	125000	748	0.048776
(1132,1267)(182158,182296)(150000,200000)	JASDQU010100709.1	175000	137	0.254641
(95,275)(191582,191777)(150000,200000)	JASDQU010100711.1	175000	182	0.364912
(276,388)(299858,299975)(250000,300000)	JASDQU010100711.1	275000	114	0.037966
(389,1183)(469615,470472)(450000,500000)	JASDQU010100711.1	475000	796	0.700068
(1184,1546)(551965,552490)(550000,600000)	JASDQU010100711.1	575000	364	0.055265
(1547,3278)(719742,724026)(700000,750000)	JASDQU010100711.1	725000	1733	0.019395
(174,269)(744683,744790)(700000,750000)	JASDQU010100714.1	725000	97	0.049352
(270,947)(929994,930729)(900000,950000)	JASDQU010100714.1	925000	679	0.957243
(1320,2614)(97363,98690)(50000,100000)	JASDQU010100715.1	75000	1296	0.445586
(1258,1430)(189630,189907)(150000,200000)	JASDQU010100717.1	175000	174	0.091110
(112,129)(100000,100018)(100000,150000)	JASDQU010100719.1	125000	19	0.051021
(14,324)(416345,447445)(400000,450000)	JASDQU010100727.1	425000	312	0.083284
(461,626)(301376,301789)(300000,350000)	JASDQU010100728.1	325000	167	0.027328
(52,218)(115169,115341)(100000,150000)	JASDQU010100733.1	125000	168	0.125443
(219,1041)(440266,444039)(400000,450000)	JASDQU010100733.1	425000	824	0.125943
(497,1907)(439585,441446)(400000,450000)	JASDQU010100744.1	425000	1412	0.348944
(246,794)(291817,292370)(250000,300000)	JASDQU010100746.1	275000	550	0.032271
(795,1625)(443590,444446)(400000,450000)	JASDQU010100746.1	425000	832	0.163829
(2,198)(280899,281095)(250000,300000)	JASDQU010100749.1	275000	198	0.021284
(636,694)(181801,182121)(150000,200000)	JASDQU010100756.1	175000	60	0.044324
(346,811)(249379,249862)(200000,250000)	JASDQU010100758.1	225000	467	0.476935
(812,1125)(469651,469970)(450000,500000)	JASDQU010100758.1	475000	315	0.162611
(1126,1920)(522034,522841)(500000,550000)	JASDQU010100758.1	525000	796	0.024721
(211,332)(177697,177823)(150000,200000)	JASDQU010100767.1	175000	123	0.040098
(1819,2388)(146598,147174)(100000,150000)	JASDQU010100774.1	125000	571	0.192644
(608,1264)(142249,143131)(100000,150000)	JASDQU010100779.1	125000	658	0.418118
(1999,2767)(163432,164204)(150000,200000)	JASDQU010100785.1	175000	770	0.209668
(2768,2825)(315420,315489)(300000,350000)	JASDQU010100785.1	325000	59	0.076218
(2826,3088)(412083,412402)(400000,450000)	JASDQU010100785.1	425000	264	0.294496
(3089,3286)(522000,522772)(500000,550000)	JASDQU010100785.1	525000	199	0.179613
(243,770)(438744,439297)(400000,450000)	JASDQU010100788.1	425000	529	0.218511
(771,1570)(484188,485037)(450000,500000)	JASDQU010100788.1	475000	801	0.019408
(1571,1874)(509699,510072)(500000,550000)	JASDQU010100788.1	525000	305	0.116615
(1875,2108)(558794,559087)(550000,600000)	JASDQU010100788.1	575000	235	0.181211
(962,1452)(164162,183975)(150000,200000)	JASDQU010100789.1	175000	492	0.068147
(1761,2156)(153680,154159)(150000,200000)	JASDQU010100792.1	175000	397	0.048543
(564,755)(495786,495986)(450000,500000)	JASDQU010100800.1	475000	193	0.115107
(222,367)(206430,206576)(200000,250000)	JASDQU010100801.1	225000	147	0.074303
(71,233)(281988,287780)(250000,300000)	JASDQU010100815.1	275000	164	0.459631
(123,286)(205407,219066)(200000,250000)	JASDQU010100819.1	225000	165	0.026739
(287,1975)(256194,283188)(250000,300000)	JASDQU010100819.1	275000	1690	0.264792
(1976,2263)(322726,339132)(300000,350000)	JASDQU010100819.1	325000	289	0.052521
(1358,3256)(261489,264203)(250000,300000)	JASDQU010100822.1	275000	1900	0.398528
(332,369)(887790,887838)(850000,900000)	JASDQU010100823.1	875000	39	0.059089
(370,761)(928309,928733)(900000,950000)	JASDQU010100823.1	925000	393	0.038692
(250,473)(114781,115024)(100000,150000)	JASDQU010100826.1	125000	225	0.132953
(198,1517)(353406,395095)(350000,400000)	JASDQU010100827.1	375000	1321	0.873450
(390,419)(143839,143886)(100000,150000)	JASDQU010100828.1	125000	31	0.054221
(420,1008)(275315,275961)(250000,300000)	JASDQU010100828.1	275000	590	0.107972
(744,1884)(276628,277902)(250000,300000)	JASDQU010100829.1	275000	1142	0.508904
(2528,4911)(172554,186703)(150000,200000)	JASDQU010100831.1	175000	2385	0.671347
(3573,4341)(136298,137091)(100000,150000)	JASDQU010100833.1	125000	770	0.422419
(4342,4387)(299912,299992)(250000,300000)	JASDQU010100833.1	275000	47	0.101050
(4388,4421)(458517,458725)(450000,500000)	JASDQU010100833.1	475000	35	0.075634
(49,383)(144880,145215)(100000,150000)	JASDQU010100842.1	125000	336	0.045688
(384,3906)(295907,299613)(250000,300000)	JASDQU010100842.1	275000	3524	0.393529
(3907,5143)(302139,304488)(300000,350000)	JASDQU010100842.1	325000	1238	0.191743
(5144,5250)(373350,373544)(350000,400000)	JASDQU010100842.1	375000	108	0.057189
(194,1033)(301191,302085)(300000,350000)	JASDQU010100846.1	325000	841	0.001871
(2,436)(323930,324376)(300000,350000)	JASDQU010100858.1	325000	436	0.212497
(1370,1408)(200461,200512)(200000,250000)	JASDQU010100864.1	225000	40	0.037211
(757,1024)(143067,143339)(100000,150000)	JASDQU010100865.1	125000	269	0.032343
(173,3474)(206652,210257)(200000,250000)	JASDQU010100870.1	225000	3303	0.590798
(3475,4427)(514445,548001)(500000,550000)	JASDQU010100870.1	525000	954	0.053387
(4428,6136)(662779,689852)(650000,700000)	JASDQU010100870.1	675000	1710	0.087960
(1907,3692)(350024,363920)(350000,400000)	JASDQU010100873.1	375000	1787	0.574098
(248,2415)(175561,178373)(150000,200000)	JASDQU010100875.1	175000	2169	0.285435
(2920,5126)(265801,268042)(250000,300000)	JASDQU010100877.1	275000	2208	0.329781
(15,63)(50000,50100)(50000,100000)	JASDQU010100888.1	75000	50	0.098410
(64,767)(232683,233472)(200000,250000)	JASDQU010100888.1	225000	705	0.158182
(1546,1566)(148507,148531)(100000,150000)	JASDQU010100891.1	125000	22	0.028711
(470,767)(154815,155209)(150000,200000)	JASDQU010100892.1	175000	299	0.035957
(135,3044)(221577,225258)(200000,250000)	JASDQU010100903.1	225000	2911	0.384802
(3045,5990)(381911,399891)(350000,400000)	JASDQU010100903.1	375000	2947	0.106175
(933,2233)(122793,124164)(100000,150000)	JASDQU010100909.1	125000	1302	0.323747
(862,2027)(109708,131572)(100000,150000)	JASDQU010100916.1	125000	1167	0.031290
(72,304)(91538,91866)(50000,100000)	JASDQU010100917.1	75000	234	0.094829
(305,546)(153563,196695)(150000,200000)	JASDQU010100917.1	175000	243	0.193752
(547,997)(534067,534523)(500000,550000)	JASDQU010100917.1	525000	452	0.154502
(998,1407)(646996,647419)(600000,650000)	JASDQU010100917.1	625000	411	0.921758
(1408,2937)(664843,666379)(650000,700000)	JASDQU010100917.1	675000	1531	0.324098
(1167,1648)(59638,60148)(50000,100000)	JASDQU010100919.1	75000	483	0.158755
(102,4098)(104016,110400)(100000,150000)	JASDQU010100922.1	125000	3998	0.773152
(4099,4482)(320227,320659)(300000,350000)	JASDQU010100922.1	325000	385	0.037151
(4483,9509)(374226,379382)(350000,400000)	JASDQU010100922.1	375000	5028	0.415170
(9510,12484)(451375,455799)(450000,500000)	JASDQU010100922.1	475000	2976	0.347343
(67,155)(531061,531166)(500000,550000)	JASDQU010100935.1	525000	90	0.016620
(699,5514)(253975,273500)(250000,300000)	JASDQU010100939.1	275000	4817	0.578466
(190,227)(211870,211912)(200000,250000)	JASDQU010100940.1	225000	39	0.083061
(528,1355)(121747,122583)(100000,150000)	JASDQU010100941.1	125000	829	0.646770
(421,424)(496898,496941)(450000,500000)	JASDQU010100944.1	475000	5	0.055745
(425,721)(843777,844085)(800000,850000)	JASDQU010100944.1	825000	298	0.012267
(722,901)(954580,954828)(950000,1000000)	JASDQU010100944.1	975000	181	0.064392
(902,1036)(1063544,1065177)(1050000,1100000)	JASDQU010100944.1	1075000	136	0.075357
(533,789)(180804,181282)(150000,200000)	JASDQU010100948.1	175000	258	0.056062
(790,1015)(258092,258520)(250000,300000)	JASDQU010100948.1	275000	227	0.107694
(643,2884)(201598,222083)(200000,250000)	JASDQU010100952.1	225000	2243	0.231910
(332,334)(136922,136924)(100000,150000)	JASDQU010100953.1	125000	4	0.046870
(335,454)(188159,188278)(150000,200000)	JASDQU010100953.1	175000	121	0.047230
(455,603)(223220,223452)(200000,250000)	JASDQU010100953.1	225000	150	0.035781
(297,588)(178530,178857)(150000,200000)	JASDQU010100954.1	175000	293	-0.006696
(1316,1731)(107313,143641)(100000,150000)	JASDQU010100955.1	125000	417	0.099176
(1732,1880)(159510,159683)(150000,200000)	JASDQU010100955.1	175000	150	0.094248
(1881,2844)(251152,272741)(250000,300000)	JASDQU010100955.1	275000	965	0.298082
(169,587)(215698,216118)(200000,250000)	JASDQU010100961.1	225000	420	0.033634
(588,624)(257270,265010)(250000,300000)	JASDQU010100961.1	275000	38	0.045994
(625,1200)(370048,397149)(350000,400000)	JASDQU010100961.1	375000	577	0.757314
(25,1141)(191478,192625)(150000,200000)	JASDQU010100965.1	175000	1118	0.701684
(1142,1920)(293296,294080)(250000,300000)	JASDQU010100965.1	275000	780	0.347391
(1921,2130)(372696,372915)(350000,400000)	JASDQU010100965.1	375000	211	0.377281
(634,1196)(292163,297262)(250000,300000)	JASDQU010100968.1	275000	564	0.167505
(702,2188)(263388,264902)(250000,300000)	JASDQU010100972.1	275000	1488	0.206172
(282,335)(501706,501762)(500000,550000)	JASDQU010100976.1	525000	55	0.541760
(554,3670)(311326,317364)(300000,350000)	JASDQU010100981.1	325000	3118	0.695233
(587,944)(130850,131246)(100000,150000)	JASDQU010100982.1	125000	359	0.182131
(841,2144)(57121,78927)(50000,100000)	JASDQU010100985.1	75000	1305	0.602739
(2145,3469)(171082,197992)(150000,200000)	JASDQU010100985.1	175000	1326	0.575527
(119,1704)(275730,279558)(250000,300000)	JASDQU010100991.1	275000	1587	0.403875
(184,456)(223284,223565)(200000,250000)	JASDQU010101002.1	225000	274	0.063043
(960,1009)(357320,357427)(350000,400000)	JASDQU010101005.1	375000	51	0.049073
(1010,1641)(469051,469687)(450000,500000)	JASDQU010101005.1	475000	633	0.903184
(1642,2372)(557074,558209)(550000,600000)	JASDQU010101005.1	575000	732	0.880846
(142,898)(407608,408476)(400000,450000)	JASDQU010101016.1	425000	758	0.314128
(899,1977)(473582,484466)(450000,500000)	JASDQU010101016.1	475000	1080	0.045640
(1978,2260)(650480,650777)(650000,700000)	JASDQU010101016.1	675000	284	0.028068
(573,1711)(321720,323756)(300000,350000)	JASDQU010101017.1	325000	1140	0.611776
(1318,1500)(378778,378965)(350000,400000)	JASDQU010101028.1	375000	184	0.037750
(181,727)(287301,287877)(250000,300000)	JASDQU010101029.1	275000	548	0.345729
(680,711)(116689,116733)(100000,150000)	JASDQU010101034.1	125000	33	0.039939
(712,1077)(207761,208134)(200000,250000)	JASDQU010101034.1	225000	367	-0.002034
(328,623)(282813,283180)(250000,300000)	JASDQU010101035.1	275000	297	0.067000
(624,1432)(356528,373360)(350000,400000)	JASDQU010101035.1	375000	810	0.223545
(156,335)(122887,123077)(100000,150000)	JASDQU010101037.1	125000	181	0.175059
(134,534)(103971,104394)(100000,150000)	JASDQU010101040.1	125000	402	0.063738
(535,2016)(243599,246175)(200000,250000)	JASDQU010101040.1	225000	1483	0.317420
(2017,2550)(250062,250662)(250000,300000)	JASDQU010101040.1	275000	535	0.398871
(389,395)(213897,213903)(200000,250000)	JASDQU010101042.1	225000	8	0.180119
(2943,3156)(201688,202035)(200000,250000)	JASDQU010101043.1	225000	215	0.177237
(123,692)(622790,624840)(600000,650000)	JASDQU010101053.1	625000	571	0.666806
(22,555)(113177,113740)(100000,150000)	JASDQU010101055.1	125000	535	0.753585
(556,600)(578447,578553)(550000,600000)	JASDQU010101055.1	575000	46	0.080127
(2397,2543)(243395,243579)(200000,250000)	JASDQU010101056.1	225000	148	0.047989
(67,4138)(108769,140280)(100000,150000)	JASDQU010101060.1	125000	4073	0.726276
(4139,4397)(201676,201940)(200000,250000)	JASDQU010101060.1	225000	260	0.053694
(364,383)(103678,103785)(100000,150000)	JASDQU010101063.1	125000	21	0.027480
(147,1934)(50000,85584)(50000,100000)	JASDQU010101066.1	75000	1789	0.910255
(272,302)(187180,187263)(150000,200000)	JASDQU010101070.1	175000	32	0.425768
(1307,1463)(393344,393502)(350000,400000)	JASDQU010101073.1	375000	158	0.082248
(1464,2103)(437034,437811)(400000,450000)	JASDQU010101073.1	425000	641	0.037241
(3694,3803)(217280,217429)(200000,250000)	JASDQU010101076.1	225000	111	0.119563
(347,2173)(384882,387976)(350000,400000)	JASDQU010101080.1	375000	1828	0.443021
(1191,1232)(345333,345382)(300000,350000)	JASDQU010101081.1	325000	43	0.210214
(1233,1680)(366081,366583)(350000,400000)	JASDQU010101081.1	375000	449	0.019359
(1681,1893)(418722,428677)(400000,450000)	JASDQU010101081.1	425000	214	0.056129
(1894,2564)(455658,462622)(450000,500000)	JASDQU010101081.1	475000	672	0.042593
(2565,2955)(503167,509070)(500000,550000)	JASDQU010101081.1	525000	392	0.064985
(160,713)(155681,181207)(150000,200000)	JASDQU010101084.1	175000	555	0.344661
(714,1189)(287616,288199)(250000,300000)	JASDQU010101084.1	275000	477	0.101311
(1190,3038)(546125,549999)(500000,550000)	JASDQU010101084.1	525000	1850	0.574994
(588,1362)(548069,548877)(500000,550000)	JASDQU010101099.1	525000	776	0.204265
(803,1035)(515620,516130)(500000,550000)	JASDQU010101103.1	525000	234	0.047208
(1036,1770)(800804,837724)(800000,850000)	JASDQU010101103.1	825000	736	0.032641
(1771,2136)(1217421,1241544)(1200000,1250000)	JASDQU010101103.1	1225000	367	0.055932
(3696,4261)(405707,423489)(400000,450000)	JASDQU010101105.1	425000	567	0.045124
(16,913)(96728,97625)(50000,100000)	JASDQU010101106.1	75000	899	0.520600
(173,354)(515116,515548)(500000,550000)	JASDQU010101110.1	525000	183	0.037383
(361,963)(88426,89192)(50000,100000)	JASDQU010101116.1	75000	604	0.015673
(964,1565)(118934,121639)(100000,150000)	JASDQU010101116.1	125000	603	0.038776
(51,590)(244684,245248)(200000,250000)	JASDQU010101120.1	225000	541	0.089460
(1331,1373)(411173,411235)(400000,450000)	JASDQU010101121.1	425000	44	0.046043
(4307,4348)(280251,280295)(250000,300000)	JASDQU010101138.1	275000	43	0.092557
(4349,4564)(371327,374246)(350000,400000)	JASDQU010101138.1	375000	217	0.002958
(4565,4911)(432055,432615)(400000,450000)	JASDQU010101138.1	425000	348	0.016933
(4912,5171)(662781,699999)(650000,700000)	JASDQU010101138.1	675000	261	0.054535
(5172,5174)(700000,700002)(700000,750000)	JASDQU010101138.1	725000	4	0.042257
(29,518)(679042,679617)(650000,700000)	JASDQU010101140.1	675000	491	0.516095
(202,1601)(290885,292289)(250000,300000)	JASDQU010101142.1	275000	1401	0.213467
(336,519)(280974,291896)(250000,300000)	JASDQU010101145.1	275000	185	0.137753
(520,2347)(390584,392696)(350000,400000)	JASDQU010101145.1	375000	1829	0.535819
(386,852)(155348,155951)(150000,200000)	JASDQU010101151.1	175000	468	0.023921
(853,930)(217604,217692)(200000,250000)	JASDQU010101151.1	225000	79	0.017290
(931,1390)(344199,344840)(300000,350000)	JASDQU010101151.1	325000	461	0.059341
(1391,3297)(353525,383323)(350000,400000)	JASDQU010101151.1	375000	1908	0.290092
(3298,3431)(449083,449274)(400000,450000)	JASDQU010101151.1	425000	135	0.048652
(988,4511)(226328,241581)(200000,250000)	JASDQU010101163.1	225000	3525	0.528728
(4512,5296)(260694,291699)(250000,300000)	JASDQU010101163.1	275000	786	0.222906
(5297,5946)(351339,352047)(350000,400000)	JASDQU010101163.1	375000	651	0.307693
(39,174)(148299,148437)(100000,150000)	JASDQU010101179.1	125000	137	0.445735
(955,2131)(130487,132927)(100000,150000)	JASDQU010101180.1	125000	1178	0.259139
(121,542)(290916,291469)(250000,300000)	JASDQU010101193.1	275000	423	0.423495
(262,3692)(50000,70657)(50000,100000)	JASDQU010101197.1	75000	3432	0.328656
(357,587)(600650,600887)(600000,650000)	JASDQU010101207.1	625000	232	0.026239
(3622,4164)(181816,182541)(150000,200000)	JASDQU010101220.1	175000	544	0.058552
(286,2466)(86495,94149)(50000,100000)	JASDQU010101222.1	75000	2182	0.471509
(77,363)(121395,121818)(100000,150000)	JASDQU010101225.1	125000	288	0.020291
(364,826)(303286,327856)(300000,350000)	JASDQU010101225.1	325000	464	0.303971
(332,905)(348004,348577)(300000,350000)	JASDQU010101228.1	325000	575	0.083147
(271,865)(58541,59198)(50000,100000)	JASDQU010101229.1	75000	596	0.809954
(16,145)(267019,267154)(250000,300000)	JASDQU010101235.1	275000	131	0.667852
(54,921)(113766,148986)(100000,150000)	JASDQU010101241.1	125000	869	0.078706
(1730,2920)(212041,213435)(200000,250000)	JASDQU010101249.1	225000	1192	0.129069
(64,313)(214366,214783)(200000,250000)	JASDQU010101253.1	225000	251	0.029863
(314,4200)(316260,341550)(300000,350000)	JASDQU010101253.1	325000	3888	0.411664
(4201,4351)(368392,368542)(350000,400000)	JASDQU010101253.1	375000	152	0.026550
(4352,4405)(432401,432456)(400000,450000)	JASDQU010101253.1	425000	55	0.173584
(215,1003)(312460,313255)(300000,350000)	JASDQU010101255.1	325000	790	0.205897
(830,937)(103380,103634)(100000,150000)	JASDQU010101262.1	125000	109	0.245785
(354,1365)(109215,121697)(100000,150000)	JASDQU010101281.1	125000	1013	0.083731
(3410,3664)(311845,312290)(300000,350000)	JASDQU010101286.1	325000	256	0.095831
(1534,1594)(541324,541394)(500000,550000)	JASDQU010101314.1	525000	62	0.083594
(1595,2209)(676663,677692)(650000,700000)	JASDQU010101314.1	675000	616	0.043485
(2210,2592)(726707,727108)(700000,750000)	JASDQU010101314.1	725000	384	0.062025
(2593,2809)(893387,894059)(850000,900000)	JASDQU010101314.1	875000	218	0.060553
(1236,1317)(737506,737607)(700000,750000)	JASDQU010101319.1	725000	83	0.042606
(878,909)(130170,130213)(100000,150000)	JASDQU010101338.1	125000	33	0.019422
(249,1023)(145316,147913)(100000,150000)	JASDQU010101339.1	125000	776	0.027077
(125,1687)(61875,72216)(50000,100000)	JASDQU010101350.1	75000	1564	0.405753
(1688,3695)(146040,148351)(100000,150000)	JASDQU010101350.1	125000	2009	0.166507
(76,306)(350004,350244)(350000,400000)	JASDQU010101353.1	375000	232	0.838861
(841,1311)(147531,148033)(100000,150000)	JASDQU010101355.1	125000	472	0.334711
(54,1142)(370104,371345)(350000,400000)	JASDQU010101357.1	375000	1090	0.056202
(49,618)(348886,349539)(300000,350000)	JASDQU010101360.1	325000	571	0.113852
(756,835)(486685,486776)(450000,500000)	JASDQU010101361.1	475000	81	0.084094
(742,1101)(250000,277026)(250000,300000)	JASDQU010101367.1	275000	361	0.092124
(733,950)(478459,478686)(450000,500000)	JASDQU010101368.1	475000	219	0.194294
(1426,3089)(575626,577335)(550000,600000)	JASDQU010101369.1	575000	1665	0.076379
(642,1074)(279064,279719)(250000,300000)	JASDQU010101370.1	275000	434	0.044253
(1075,2596)(352375,353907)(350000,400000)	JASDQU010101370.1	375000	1523	0.157562
(1562,2240)(101557,102240)(100000,150000)	JASDQU010101376.1	125000	680	0.186955
(2241,2387)(161872,162285)(150000,200000)	JASDQU010101376.1	175000	148	0.050313
(2388,3392)(404419,432723)(400000,450000)	JASDQU010101376.1	425000	1006	0.654267
(3393,4165)(459447,460236)(450000,500000)	JASDQU010101376.1	475000	774	0.770142
(135,1017)(122172,123078)(100000,150000)	JASDQU010101378.1	125000	884	0.363740
(1018,2604)(167094,199543)(150000,200000)	JASDQU010101378.1	175000	1588	0.176669
(2605,3069)(201086,201562)(200000,250000)	JASDQU010101378.1	225000	466	0.022130
(35,76)(367929,367984)(350000,400000)	JASDQU010101383.1	375000	43	0.020669
(77,1194)(529376,536827)(500000,550000)	JASDQU010101383.1	525000	1119	0.691602
(2820,3192)(109264,109644)(100000,150000)	JASDQU010101384.1	125000	374	0.473081
